key,file,width,height,transparent,display,margins,status,sha256,checks
ui/icon/inventory-category/all,Source/Elements/Assets/UI/icon/inventory-category/all.png,128,128,True,fixed,,produced,c952ab3ad211cd03a1d0930e9cd084f5e3e114401198474d7cfd6d87a537c064,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/inventory-category/equipment,Source/Elements/Assets/UI/icon/inventory-category/equipment.png,128,128,True,fixed,,produced,3006945aeb65acf938c172f8d829d740351a31e5eb64d21c1571122d417cf656,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/inventory-category/consumables,Source/Elements/Assets/UI/icon/inventory-category/consumables.png,128,128,True,fixed,,produced,4bcbc466634d2a97c5a46187bfdb3c3657f4774820e0e02989735c3a2eebd831,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/inventory-category/misc,Source/Elements/Assets/UI/icon/inventory-category/misc.png,128,128,True,fixed,,produced,025ce97bf90cf7b2f2cbe2632ce4f794686a6903ee267d009fada48750c1a89a,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/credits-section/development,Source/Elements/Assets/UI/icon/credits-section/development.png,128,128,True,fixed,,produced,669b68be0120ee0705d5a64f49b63ed9c3862a8441068a28166526ddbc94ebb4,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/credits-section/art-direction,Source/Elements/Assets/UI/icon/credits-section/art-direction.png,128,128,True,fixed,,produced,89b0746b2306c47f2ee093245ddac4d8c70a6456dfdd622880df260fd2df17ce,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/credits-section/story,Source/Elements/Assets/UI/icon/credits-section/story.png,128,128,True,fixed,,produced,26e2a56c55ba5a9dcc7dcaf4e29fdcc3fc01b315ff7b5f5637c7e175d9f34616,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/credits-section/audio,Source/Elements/Assets/UI/icon/credits-section/audio.png,128,128,True,fixed,,produced,46615e62a1d21e443890e372b7bdf9fe5a4192a982a3f6da649b8b11b917aa86,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/credits-section/other,Source/Elements/Assets/UI/icon/credits-section/other.png,128,128,True,fixed,,produced,3bd8d16b75bdbec3b5e53ce40cb1d7268ebac3f3867d43c6de15fbe8efd9c96b,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/spell-property/damage-type,Source/Elements/Assets/UI/icon/spell-property/damage-type.png,128,128,True,fixed,,produced,fc330f999fae2421fcaad34103b16748a48fe118aed0f6aa843466fbaad7e34a,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/spell-property/range,Source/Elements/Assets/UI/icon/spell-property/range.png,128,128,True,fixed,,produced,2d75380e2dad5c06c370a29179a87864e5c1119a91ecd7c5535199ea0fa0a15b,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/spell-property/damage,Source/Elements/Assets/UI/icon/spell-property/damage.png,128,128,True,fixed,,produced,dd38ca4a59edb16fcb8e5abeac3297c841080bf78116523d73109e2f85d5f61c,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/spell-property/casting-time,Source/Elements/Assets/UI/icon/spell-property/casting-time.png,128,128,True,fixed,,produced,bb0058b8e20338b6176445c7e9a63cfebc849fb028bbce50d905322725b45e78,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/spell-property/components,Source/Elements/Assets/UI/icon/spell-property/components.png,128,128,True,fixed,,produced,9e322eebde148f566f54ee042bfb0e84863a5912e92a32e8b672b9d774c48a3d,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/spell-property/special-effects,Source/Elements/Assets/UI/icon/spell-property/special-effects.png,128,128,True,fixed,,produced,b206cdba9b769d587b4db3fe6a5a7bcd0ffceb05d32bded5219324e40a8ec292,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/resource/health,Source/Elements/Assets/UI/icon/resource/health.png,128,128,True,fixed,,produced,dab3737ea4de7af1f1c37e898e00a6209f819efb87567c565b33ae08bc816ba8,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/resource/experience,Source/Elements/Assets/UI/icon/resource/experience.png,128,128,True,fixed,,produced,c3c5a015dae48f48b0e8c4c9f302095b84e3a253563edc15d87c343469b06d09,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/resource/weight,Source/Elements/Assets/UI/icon/resource/weight.png,128,128,True,fixed,,produced,5beb9dda6c7737300fc31229a91cc460da3db79f9a4b0be412848d5e661b4b2a,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/resource/gold,Source/Elements/Assets/UI/icon/resource/gold.png,128,128,True,fixed,,produced,ce24c90f8ea012122c45165b2ca04f438a04b8f4fbaad2499d0ebc41bf845b1b,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/company-stat/career-points,Source/Elements/Assets/UI/icon/company-stat/career-points.png,128,128,True,fixed,,produced,04b2070d4d2b65582c70b4b7e0ed9c76b85adab3b00ec5c4e6e505abf84e1507,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/company-stat/team-level,Source/Elements/Assets/UI/icon/company-stat/team-level.png,128,128,True,fixed,,produced,3e4a3b119ede4c6a3d8bfdfc2e4b7a642823851af881ed2af779fe1f7f16f2ef,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/company-stat/prestige,Source/Elements/Assets/UI/icon/company-stat/prestige.png,128,128,True,fixed,,produced,abefa0667277c0c7cf6d01567102dfacb0d3b77ca93ea1f8e50d4265297cf8b3,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
ui/icon/company-stat/fame,Source/Elements/Assets/UI/icon/company-stat/fame.png,128,128,True,fixed,,produced,0eb37e090fb515ef6aa68b89962fdb7025bdb35bdd92537b709f85ceaf7cbb03,"['PNG', 'exact_dimensions', 'alpha_presence_matches_brief']"
